,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,AHRR-T0,SD,p-values
1,air,1.00,0.08,NA
2,4l/min,6.52,1.18,0.0013
3,1l/min,15.03,0.44,0.0
4,0.5l/min,10.45,1.30,0.0002
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,ALU-RT-T0,SD,p-values
1,air,1.00,0.05,NA
2,4l/min,1.08,0.17,0.4779
3,1l/min,0.81,0.10,0.0422
4,0.5l/min,0.66,0.01,0.0003
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,GPX3-T0,SD,p-values
1,air,1.00,0.12,NA
2,4l/min,0.88,0.10,0.2541
3,1l/min,1.10,0.08,0.296
4,0.5l/min,1.46,0.11,0.0081
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,HSLINE 3 UTR-T0,SD,p-values
1,air,1.00,0.06,NA
2,4l/min,0.96,0.16,0.7059
3,1l/min,0.78,0.08,0.0189
4,0.5l/min,0.55,0.12,0.0044
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,HS LINE 5UTR-T0,SD,p-values
1,air,1.00,0.05,NA
2,4l/min,0.90,0.11,0.225
3,1l/min,0.79,0.10,0.0313
4,0.5l/min,0.50,0.05,0.0003
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,ORF1-T0,SD,p-values
1,air,1.01,0.11,NA
2,4l/min,1.05,0.15,0.7284
3,1l/min,0.88,0.12,0.2388
4,0.5l/min,0.58,0.07,0.0046
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,ORF2-T0,SD,p-values
1,air,1.00,0.04,NA
2,4l/min,1.05,0.18,0.6631
3,1l/min,0.85,0.11,0.0906
4,0.5l/min,0.58,0.09,0.0018
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,CY1P1A1-T0,SD,p-values
1,air,1.07,0.45,NA
2,4l/min,1330.74,188.79,0.0003
3,1l/min,8759.31,378.43,0.0
4,0.5l/min,6940.40,457.14,0.0
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,DNMT3B-T0,SD,p-values
1,air,1.00,0.06,NA
2,4l/min,0.98,0.15,0.8407
3,1l/min,0.77,0.04,0.0052
4,0.5l/min,0.45,0.04,0.0002
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,DNMT3a-T0,SD,p-values
1,air,1.00,0.08,NA
2,4l/min,0.93,0.08,0.3442
3,1l/min,0.86,0.01,0.0396
4,0.5l/min,0.55,0.15,0.0101
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,DNMT1-T0,SD,p-values
1,air,1.00,0.06,NA
2,4l/min,0.87,0.10,0.1257
3,1l/min,0.83,0.05,0.0196
4,0.5l/min,0.60,0.02,0.0004
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,TET1-T0,SD,p-values
1,air,1.00,0.06,NA
2,4l/min,1.28,0.29,0.1768
3,1l/min,0.65,0.23,0.0633
4,0.5l/min,0.18,0.08,0.0001
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,TET2-T0,SD,p-values
1,air,1.00,0.09,NA
2,4l/min,0.87,0.11,0.1883
3,1l/min,0.80,0.03,0.0217
4,0.5l/min,0.55,0.03,0.0012
,eight,Average8,SD8,p_vales
0,Normalized to GAPDH,TET3-T0,SD,p-values
1,air,1.00,0.06,NA
2,4l/min,0.82,0.06,0.0213
3,1l/min,0.80,0.03,0.0067
4,0.5l/min,0.70,0.04,0.002
